"Title","Genre(s)","Developer(s)","Publisher(s)","Release date","","","Addons","Ref."
"Green: The Life Algorithm","Side-scrolling action, Metroidvania","Estacion Pi Y Diseno","Estacion Pi Y Diseno","Nov 22, 2019","Nov 22, 2019","Nov 22, 2019","",""
"Grey Skies: A War of the Worlds Story","Action-adventure","Steel Arts Software","Steel Arts Software","Nov 4, 2020","Nov 5, 2020","Nov 5, 2020","",""
"Grid","Racing","Codemasters","Codemasters","Unreleased","Oct 11, 2019","Oct 11, 2019","",""
"Grid Legends","Racing","Codemasters","Electronic Arts","Feb 25, 2022","Feb 25, 2022","Feb 25, 2022","",""
"Gridd: Retroenhanced","Shoot em' up","Antab Studio","Kongregate","Unreleased","Jul 26, 2017","Jul 26, 2017","X",""
"Griftlands","Roguelikedeck-building","Klei Entertainment","Klei Entertainment","Unreleased","Jun 4, 2021","Jun 4, 2021","",""
"Grim Dawn","Action role-playing, hack and slash","Crate Entertainment","Crate Entertainment","Dec 3, 2021","Dec 3, 2021","Dec 3, 2021","",""
"Grim Legends: The Forsaken Bride","Point & Click Adventure, Hidden Objects","Artifex Mundi","Artifex Mundi","Unreleased","Jun 10, 2016","Jun 10, 2016","",""
"Grim Legends 2: Song of the Dark Swan","Point & Click Adventure, Hidden Objects","Artifex Mundi","Artifex Mundi","Unreleased","Jun 23, 2017","Jun 23, 2017","",""
"Grim Legends 3: The Dark City","Point & Click Adventure, Hidden Objects","Artifex Mundi","Artifex Mundi","Unreleased","May 11, 2018","May 11, 2018","X",""
"Grip: Combat Racing","Racing","Caged Element","Wired Productions","Unreleased","Nov 6, 2018","Nov 6, 2018","",""
"Grizzland","Retro action-adventure","EastAsiaSoft","EastAsiaSoft","Feb 26, 2020","Feb 26, 2020","Feb 26, 2020","",""
"Grood","Shoot 'em up","CC_ARTS","Drageus Games","Unreleased","Oct 23, 2020","Oct 23, 2020","","[71]"
"Grounded","Survival","Obsidian Entertainment","Xbox Game Studios","Unreleased","Sep 27, 2022","Sep 27, 2022","",""
"Grow Up","Adventure, Platformer","Ubisoft Reflections","Ubisoft","Aug 16, 2016","Aug 16, 2016","Aug 16, 2016","",""
"Gryphon Knight Epic","Action & Adventure","Cyber Rhino Studios","Cyber Rhino Studios","Unreleased","Mar 30, 2016","Mar 30, 2016","",""
"Guacamelee! Super Turbo Champion Edition","Platform, Beat 'em up","DrinkBox Studios","DrinkBox Studios","Jul 2, 2014","Jul 2, 2014","Jul 2, 2014","",""
"Guacamelee! 2","Platform, Beat 'em up","DrinkBox Studios","DrinkBox Studios","Jan 18, 2019","Jan 18, 2019","Jan 18, 2019","",""
"Guard Duty","Graphic adventure","Sick Chicken Studios","Ratalaika Games","Apr 22, 2020","Apr 22, 2020","Apr 22, 2020","","[72]"
"Marvel's Guardians of the Galaxy","Action-adventure","Eidos-Montréal","Square Enix","Oct 26, 2021","Oct 26, 2021","Oct 26, 2021","","[73]"
"Guardians of the Galaxy: The Telltale Series","Graphic adventure","Telltale Games","Telltale Games","Apr 18, 2017","Apr 18, 2017","Apr 18, 2017","",""
"Guilt Battle Arena","Dueling","Invincible Cat","ForwardXP","Feb 14, 2018","Feb 14, 2018","Feb 14, 2018","",""
"Guitar Hero Live","Music, Rhythm","Free Style Games","Activision","Unreleased","Oct 20, 2015","Oct 23, 2015","",""
"Guns, Gore and Cannoli","Action-platformer","Crazy Monkey Studios","Crazy Monkey Studios","Unreleased","Sep 25, 2015","Sep 25, 2015","",""
"Guns, Gore and Cannoli 2","Action-platformer","Crazy Monkey Studios","Crazy Monkey Studios","Unreleased","Oct 12, 2018","Oct 12, 2018","",""
"Gunscape","First-person shooter, Sandbox","Blowfish Studios","Blowfish Studios","Unreleased","Mar 2, 2016","Mar 2, 2016","PC",""
"Gunsport","Shooter","Necrosoft Games","Iron Galaxy Studios","TBA","TBA","TBA","","[74]"
"Gunvein","Shoot 'em up","NGDEV","NGDEV","2022","2022","2022","","[75]"
"Gunvolt Chronicles: Luminous Avenger iX","Side-scrolling action, run 'n gun","Inti Creates","Inti Creates","Jan 1, 2020","Jan 2, 2020","Jan 1, 2020","",""
"Gunvolt Chronicles: Luminous Avenger iX 2","Actionplatform","Inti Creates","Inti Creates","Jan 27, 2022","Jan 27, 2022","Jan 27, 2022","","[76]"
"GunWorld","Action","M07 Games","M07 Games","Unreleased","Sep 16, 2015","Unreleased","","[77]"
"GunWorld 2","Action","M07 Games","M07 Games","Unreleased","May 13, 2016","Unreleased","",""
"Guts & Glory","Racing","Hak Jak","TinyBuild","Jul 19, 2018","Jul 19, 2018","Jul 19, 2018","",""
"H1Z1: King of the Kill","Survival","Daybreak Game Company","Daybreak Game Company","TBA","TBA","TBA","",""
"Habitat: A Thousand Generations in Orbit","Strategy","4gency","4gency","TBA","TBA","TBA","",""
"Hack, Slash & Backstab","Action & Adventure","Magic Spell Studios","Magic Spell Studios","Aug 30, 2016","Aug 30, 2016","Aug 30, 2016","",""
"Haimrik","Puzzle Platformer","Below The Game","1C Company","Unreleased","Jun 19, 2018","Jun 19, 2018","",""
"Halo: The Master Chief Collection","First-person shooter","343 Industries","Xbox Game Studios","Nov 13, 2014","Nov 11, 2014","Nov 11, 2014","",""
"Halo: Spartan Assault","Top-down shooter","343 IndustriesVanguard Games","Xbox Game Studios","Sep 4, 2014","Dec 24, 2013","Dec 24, 2013","",""
"Halo 5: Guardians","First-person shooter","343 Industries","Microsoft Studios","Oct 27, 2015","Oct 27, 2015","Oct 27, 2015","X",""
"Halo Infinite","First-person shooter","343 Industries","Xbox Game Studios","Dec 8, 2021","Dec 8, 2021","Dec 8, 2021","PA  PC  X",""
"Halo Wars: Definitive Edition","Real-time Strategy","Behaviour Interactive343i","Xbox Game Studios","Apr 20, 2017","Apr 20, 2017","Apr 20, 2017","PA",""
"Halo Wars 2","Real-time Strategy","Creative Assembly","Xbox Game Studios","Feb 21, 2017","Feb 21, 2017","Feb 21, 2017","PA  X",""
"Hammerwatch","Action & Adventure","Crackshell","BlitWorks","Dec 14, 2017","Dec 14, 2017","Dec 14, 2017","",""
"Hand of Fate","Action-adventurerole-playing","Defiant Development","Defiant Development","Feb 17, 2015","Feb 17, 2015","Feb 17, 2015","",""
"Hand of Fate 2","Action-adventurerole-playing","Defiant Development","Defiant Development","Dec 1, 2017","Dec 1, 2017","Dec 1, 2017","X",""
"Handball 16","Sports","Eko Software","Bigben Interactive","Nov 20, 2015","Nov 20, 2015","Nov 20, 2015","",""
"Handball 17","Sports","Eko Software","Bigben Interactive","Nov 10, 2016","Nov 10, 2016","Nov 10, 2016","",""
"Handball 21","Sports","Eko Software","Nacon","Nov 12, 2020","Nov 12, 2020","Nov 12, 2020","",""
"Hard Reset Redux","Shooter","Flying Wild Hog","Gambitious Digital Entertainment","Jun 3, 2016","Jun 3, 2016","Jun 3, 2016","",""
"Hardspace: Shipbreaker","Simulation","Blackbird Interactive","Focus Home Interactive","TBA","TBA","TBA","",""
"Harry Potter: Quidditch Champions","Sports","Unbroken Studios","Warner Bros. Games","Sep 3, 2024","Sep 3, 2024","Sep 3, 2024","",""
"Harvest Moon: One World","Simulation","Appci Corporation","Natsume Inc.","Unreleased","Mar 2, 2021","Mar 5, 2021","",""
"Has-Been Heroes","Action, Strategy","Frozenbyte","GameTrust","Mar 28, 2017","Mar 28, 2017","Mar 28, 2017","",""
"A Hat in Time","Platform","Gears for Breakfast","Humble Bundle","Unreleased","Dec 6, 2017","Dec 6, 2017","",""
"Hatsune Miku Logic Paint S","Puzzle","Crypton Future Media","Crypton Future Media","Jan 19, 2022","Jan 19, 2022","Jan 19, 2022","","[78]"
"Haunted Halloween '86","Side-scrolling retro action","Retrotainment Games","Retrotainment Games","Aug 24, 2018","Aug 24, 2018","Aug 24, 2018","",""
"Hauntii","Adventure","Moonloop Games","Firestoke","May 23, 2024","May 23, 2024","May 23, 2024","",""
"Hayfever","Platformer","Pixadome","Zordix Publishing","Feb 25, 2020","Feb 25, 2020","Feb 25, 2020","",""
"Headlander","Platformer, Metroidvania","Double Fine Productions","Adult Swim Games","Unreleased","Nov 17, 2016","Nov 17, 2016","",""
"Headliner: NoviNews","Adventure, simulation","Unbound Creations","Chorus Worldwide","Dec 11, 2019","Dec 11, 2019","Dec 10, 2019","",""
"Headspun","FMV adventure","Superstring","Wales Interactive","Aug 27, 2019","Aug 28, 2019","Aug 27, 2019","",""
"HeartZ: Co-Hope Puzzles","Platformer","Upper Byte","Neko Entertainment","Unreleased","Jun 8, 2016","Jun 8, 2016","",""
"Heart&Slash","Action & Adventure","aheartfulofgames","Badland Games","Unreleased","Jun 24, 2016","Jun 24, 2016","",""
"Heavy Fire: Red Shadow","Shooter","Anshar Studios","Mastiff","Unreleased","Oct 19, 2018","Oct 19, 2018","",""
"Hell Warders","Action role-playing defense","Anti Gravity Game Studios","PQube","Mar 20, 2019","Mar 20, 2019","Mar 20, 2019","",""
"Hellblade: Senua's Sacrifice","Action & Adventure","Ninja Theory","Ninja Theory","Apr 11, 2019","Apr 11, 2019","Apr 11, 2019","X",""
"Hellfront: Honeymoon","Party shooter","Skygoblin","Thunderful Games","Unreleased","Dec 19, 2018","Dec 19, 2018","",""
"Hellmut: The Badass from Hell","Roguelike shooter","Volcani.cc","2tainment","May 31, 2019","May 31, 2019","May 31, 2019","",""
"Hello Neighbor","Stealth, Survival Horror","Dynamic Pixels","TinyBuild","Dec 8, 2017","Dec 8, 2017","Dec 8, 2017","PA  X",""
"Hello Neighbor 2","Stealth, Survival Horror","Eerie Guest Studios","TinyBuild","Dec 6, 2022","Dec 6, 2022","Dec 6, 2022","",""
"Hello Neighbor: Hide and Seek","Stealth, Adventure","Dynamic Pixels","TinyBuild","Dec 7, 2018","Dec 7, 2018","Dec 7, 2018","",""
"Help Will Come Tomorrow","Survival, strategy","Arclight Creations","Klabater","Apr 22, 2020","Apr 22, 2020","Apr 22, 2020","","[79]"
"Hellpoint","Action role-playing","Cradle Games","TinyBuild","Unreleased","Jul 30, 2020","Jul 30, 2020","","[80]"
"Her Majesty's Spiffing","Adventure","Billy Goat Entertainment","Billy Goat Entertainment","Dec 7, 2016","Dec 7, 2016","Dec 7, 2016","",""
"Hero Defense","Real-time strategy, Tower-defense","Happy Tuesday","Headup Games","Unreleased","Aug 15, 2018","Aug 15, 2018","",""
"Heroes Trials","Action role-playing","Shinyuden","Ratalaika Games","Jan 23, 2019","Jan 23, 2019","Jan 23, 2019","",""
"Hexologic","Puzzle","Mythic Owls","Mythic Owls","Jun 14, 2019","Jun 14, 2019","Jun 14, 2019","X",""
"Hidden Through Time","Puzzle","Crazy Monkey Studios","Crazy Monkey Studios","Mar 12, 2020","Mar 12, 2020","Mar 12, 2020","",""
"Himno","Platformer","David Moralejo Sanchez","Ratalaika Games","Sep 4, 2019","Sep 4, 2019","Sep 4, 2019","",""
"Hitman","Stealth","IO Interactive","Square Enix","Mar 11, 2016","Mar 11, 2016","Mar 11, 2016","X",""
"Hitman 2","Stealth","IO Interactive","Warner Bros. Interactive Entertainment","Nov 13, 2018","Nov 13, 2018","Nov 13, 2018","X",""
"Hitman HD Enhanced Collection","Stealth","IO Interactive","Warner Bros. Interactive Entertainment","Unreleased","Jan 11, 2019","Jan 11, 2019","",""
"Hive Jump","Roguelite action-platformer","Graphite Lab","Graphite Lab","Jan 11, 2019","Jan 11, 2019","Jan 11, 2019","X",""
"Hoggy 2","Platformer","Raptisoft","Ratalaika Games","Jul 24, 2019","Jul 24, 2019","Jul 24, 2019","",""
"Hogwarts Legacy","Action-role playing","Avalanche Software","Portkey Games","May 5, 2023","May 5, 2023","May 5, 2023","",""
"Hole New World","Platform","Mad Gear Games","Mad Gear Games","Unreleased","Jun 9, 2017","Jun 9, 2017","",""
"Hollow","Sci-Fi Horror","MMEU","Forever Entertainment","Unreleased","May 30, 2019","May 30, 2019","",""
"Hollow Knight","Metroidvania, Platform","Cherry Games","Cherry Games","Sep 25, 2018","Sep 25, 2018","Sep 25, 2018","",""
"Home Sweet Home","Horror","Yggdrazil Group","Mastiff","Unreleased","Oct 16, 2018","Oct 16, 2018","",""
"Homefront: The Revolution","Shooter","Dambuster Studios","Deep Silver","May 17, 2016","May 17, 2016","May 17, 2016","X",""
"Hood: Outlaws & Legends","Stealth, action","Sumo Digital","Focus Home Interactive","May 7, 2021","May 7, 2021","May 7, 2021","",""
"Hoookbots","Platform arena brawler","Tree Interactive","Tree Interactive","Aug 28, 2019","Aug 28, 2019","Aug 28, 2019","",""
"HoPiKo","Platform","Laser Dog","Merge Games","Unreleased","Oct 18, 2016","Oct 18, 2016","",""
"Horizon Chase Turbo","Racing","Aquiris Game Studio","Aquiris Game Studio","Unreleased","Nov 28, 2018","Nov 28, 2018","X",""
"Horned Knight","Action platformer","Josep Monzonis Hernandez","2Awesome Studio","Unreleased","Feb 24, 2021","Feb 24, 2021","","[81]"
"Horse Racing 2016","Racingsimulation","Yash Future Tech Solutions","Yash Future Tech Solutions","Oct 20, 2016","Oct 20, 2016","Oct 20, 2016","",""
"Hotel Life: A Resort Simulator","Business simulation","RingZero Game Studio","Nacon","Aug 26, 2021","Aug 26, 2021","Aug 26, 2021","",""
"Hotel Transylvania 3: Monsters Overboard","Adventure","Torus Games","Outright Games","Jul 13, 2018","Jul 13, 2018","Jul 13, 2018","",""
"Hotel Transylvania: Scary-Tale Adventures","Platform","Drakhar Studio","Outright Games","Unreleased","TBA","TBA","",""
"Hotline Miami Collection","Shooter","Dennaton Games","Devolver Digital","Unreleased","Apr 7, 2020","Apr 7, 2020","X",""
"Hot Wheels Unleashed","Racing","Milestone","Milestone","Sep 30, 2021","Sep 30, 2021","Sep 30, 2021","",""
"House Flipper","Simulation","Frozen District","Frozen District","Feb 26, 2020","Feb 26, 2020","Feb 26, 2020","",""
"Hover","Platformracingparkour","Midgar StudioFusty Games","Playdius","Unreleased","Sep 19, 2018","Sep 19, 2018","X","[82]"
"Hovership Havox","Roguelite twin-stick shooter","Snow Day Software","Snow Day Software","Jan 17, 2020","Jan 17, 2020","Jan 17, 2020","X",""
"How To Survive: Storm Warning Edition","Action role-playingsurvival horror","Eko Software","505 Games","Oct 29, 2014","Oct 29, 2014","Oct 29, 2014","",""
"How to Survive 2","Action role-playingsurvival horror","Eko Software","505 Games","Feb 13, 2017","Feb 13, 2017","Feb 13, 2017","",""
"How To Take Off Your Mask Remastered","Visual novel","Roseverte","Ratalaika Games","Feb 5, 2021","Feb 5, 2021","Feb 5, 2021","",""
"Hue","Puzzle platformer","Fiddlesticks","Curve Digital","Aug 30, 2016","Aug 23, 2016","Aug 30, 2016","",""
"Human: Fall Flat","Puzzle platformer","Tomas Sakalauskas","Curve Digital","May 12, 2017","May 12, 2017","May 12, 2017","",""
"Hungry Shark World","Action","Future Games of London","Ubisoft","Jul 17, 2018","Jul 17, 2018","Jul 17, 2018","",""
"Hunt: Showdown","Survival horrorthird-person shooterrole-playing","Crytek USA","Crytek","Unreleased","Aug 20, 2019","Aug 20, 2019","",""
"Hunter's Legacy","Platformer","Lienzo","Lienzo","Jan 20, 2017","Jan 20, 2017","Jan 20, 2017","",""
"Hunting Simulator","Simulation","Neopica","Bigben Interactive","Jul 10, 2017","Jul 10, 2017","Jul 10, 2017","",""
"Hyper Jam","Arena Brawler","Bit Dragon","Bit Dragon","Unreleased","Feb 12, 2019","Feb 12, 2019","X",""
"Hyper Light Drifter","Action-adventurerole-playing","Heart Machine","Heart Machine","Jul 26, 2016","Jul 26, 2016","Jul 26, 2016","",""
"Hyper Sentinel","Shoot 'em up, Retro","Four5Six Pixel","Huey Games","Unreleased","May 11, 2018","May 11, 2018","",""
"Hyper Void","Shooter","Framez Technology","Framez Technology","Unreleased","Jan 6, 2016","Jan 6, 2016","",""
"HyperDot","Arcade, party","Tribe Games","Glitch","Jan 30, 2020","Jan 31, 2020","Jan 30, 2020","PA  X",""
"Hyperdrive Massacre","Shooter","34BigThings","34BigThings","Unreleased","Jan 13, 2016","Jan 13, 2016","",""
"HyperParasite","Twin-stick shooter","Troglobytes Games","Hound Picked Games","Apr 3, 2020","Apr 3, 2020","Apr 3, 2020","",""
"I, Hope","Adventure, Platformer","Kenny Roy","GameChanger Charity","Apr 18, 2018","Apr 18, 2018","Apr 18, 2018","",""
"I Am Bread","Puzzle","Bossa Studios","Bossa Studios","Jan 20, 2017","Jan 20, 2017","Jan 20, 2017","",""
"I Am Dead","Adventure","Hollow Ponds","Annapurna Interactive","Aug 9, 2021","Aug 9, 2021","Aug 9, 2021","",""
"I Am Fish","Puzzle","Bossa Studios","Curve Digital","Sep 15, 2021","Sep 15, 2021","Sep 15, 2021","",""
"I am The Hero","Beat 'em up","Mongoose Studio","E-Home Entertainment","Unreleased","Nov 22, 2018","Nov 22, 2018","PA",""
"I and Me","Puzzle-platformer","Wish Fang","Ratalaika Games","Mar 6, 2019","Mar 6, 2019","Mar 6, 2019","",""
"I Hate Running Backwards","Shooter Roguelite","Binx Interactive","Devolver Digital","Unreleased","May 22, 2018","May 22, 2018","",""
"Ice Age: Scrat's Nutty Adventure","Platformer","Just Add Water","Outright Games","Oct 18, 2019","Oct 18, 2019","Oct 18, 2019","",""
"Icewind Dale: Enhanced Edition","Role-playing","Black Isle StudiosBeamdog","Beamdog","Oct 14, 2019","Oct 15, 2019","Oct 14, 2019","",""
"Iconoclasts","Metroidvania","Joakim Sandberg","Bifrost Entertainment","Unreleased","Jan 23, 2020","Jan 23, 2020","PA",""
"IDARB","Platformer, Sports","Other Ocean Interactive","Other Ocean Interactive","Jan 30, 2015","Jan 30, 2015","Jan 30, 2015","PC","[83]"
"Ikenfell","Tactical role-playing","Happy Ray Games","Humble Games","Unreleased","Oct 8, 2020","Oct 8, 2020","",""
"Illusion of L'Phalcia","Japanese role-playing","Exe Create","Kemco","Jul 3, 2019","Jul 3, 2019","Jul 3, 2019","PA",""
"Immortal Planet","Action role-playing","Teedoubleu GamesCouch Monster","Couch Monster","Unreleased","Dec 6, 2019","Dec 6, 2019","",""
"Immortal Redneck","Shooter","Crema Games","Crema Games","Feb 27, 2018","Feb 27, 2018","Feb 27, 2018","",""
"Immortal: Unchained","Shooterrole-playing","Toadman Interactive","Toadman Interactive","Unreleased","Sep 7, 2018","Sep 7, 2018","X",""
"Immortals Fenyx Rising","Action-adventure","Ubisoft Quebec","Ubisoft","Dec 3, 2020","Dec 3, 2020","Dec 3, 2020","",""
"Impact Winter","Adventure","Mojo Bones","Bandai Namco Entertainment","Apr 5, 2018","Apr 5, 2018","Apr 5, 2018","",""
"In Between","Platformer","Gentlymad","Headup Games","Unreleased","Jun 8, 2016","Jun 8, 2016","",""
"In Space We Brawl: Full Arsenal Edition","Shooter","Forge Reply","Forge Reply","Unreleased","Feb 12, 2016","Feb 12, 2016","",""
"In-vert","Platformer","Ternox","Victory Road","Jan 7, 2020","Jan 8, 2020","Jan 7, 2020","",""
"Indivisible","Action role-playing","Lab Zero Games","505 Games","Unreleased","Oct 8, 2019","Oct 11, 2019","",""
"Industry Giant II","Simulation","JoWooD Entertainment","UIG Entertainment","Sep 15, 2017","Dec 20, 2016","Dec 20, 2016","",""
"The Infectious Madness of Doctor Dekker","FMV Adventure","D'Avekki Studios","Wales Interactive","Unreleased","Jun 5, 2018","Jun 5, 2018","",""
"Infernax","Action-adventure","Berzerk Studio","The Arcade Crew","Unreleased","2022","2022","","[84]"
"Inferno 2+","Twin-stick shooter","Radiangames","2Awesome Studios","Unreleased","Oct 30, 2019","Oct 30, 2019","",""
"Infinite Adventures","Role-playing game","Stormseeker Games","Stormseeker Games","Oct 30, 2018","Oct 30, 2018","Oct 30, 2018","",""
"Infinite Air with Mark McMorris","Sports","HB Studios","Maximum Games","Oct 24, 2016","Oct 24, 2016","Oct 24, 2016","",""
"Infinite Minigolf","Sport","Zen Studios","Zen Studios","Jul 24, 2017","Jul 24, 2017","Jul 24, 2017","",""
"Infinity Blade Saga","Action","Chair Entertainment Group","Tencent","Feb 1, 2016","Unreleased","Unreleased","",""
"Infinity Runner","Infinite Runner","Wales Interactive","Wales Interactive","Unreleased","Apr 22, 2015","Apr 22, 2015","","[85]"
"Infinium Strike","Tower Defense","Codex Worlds","Codex Worlds","TBA","TBA","TBA","",""
"Infliction: Extended Cut","Horror","Caustic Reality","Blowfish Studios","Feb 25, 2020","Feb 25, 2020","Feb 25, 2020","X",""
"Initial 2: New Stage","Hack & Slash","E-Home Entertainment","Restory Studio","Jul 17, 2019","Jul 17, 2019","Jul 17, 2019","X",""
"Injustice 2","Fighting","NetherRealm Studios","Warner Bros. Interactive Entertainment","May 15, 2017","May 15, 2017","May 15, 2017","X",""
"Ink","Platformer","Zack Bell Games","Digerati","Sep 21, 2017","Sep 21, 2017","Sep 21, 2017","",""
"Inksplosion","Twin stick shooter","Petite Games","Ratalaika Games","Unreleased","May 9, 2018","May 9, 2018","",""
"The Inner Friend","Adventure, Horror","Playmind","Playmind","Apr 27, 2020","Apr 28, 2020","Apr 28, 2020","",""
"The Inner World","Adventure","Studio Fizbin","Headup Games","Mar 31, 2017","Mar 31, 2017","Mar 31, 2017","",""
"The Inner World: The Last Wind Monk","Adventure","Studio Fizbin","Kalypso Media","Oct 24, 2017","Oct 24, 2017","Oct 24, 2017","",""
"InnerSpace","Adventure","PolyKnight Games","Aspyr","Jan 16, 2018","Jan 16, 2018","Jan 16, 2018","",""
"Inops","Puzzle platformer","ZRZStudio","ZRZStudio","Unreleased","Mar 27, 2020","Unreleased","",""
"In Rays of the Light","Action-adventure","Sergey Noskov","Sometimes You","Unreleased","Mar 17, 2021","Mar 17, 2021","",""
"Insane Robots","Roguelike Card Battler","Playniac","Playniac","Unreleased","Jul 13, 2018","Jul 13, 2018","X",""
"Inside","Puzzle-platformer","Playdead","Playdead","Jun 29, 2016","Jun 29, 2016","Jun 29, 2016","",""
"Inside My Radio","Platforming","Seaven Studio","Iceberg Interactive","Unreleased","Sep 18, 2015","Sep 18, 2015","",""
"Insurgency: Sandstorm","Shooter","New World Interactive","Focus Home Interactive","Unreleased","Sep 29, 2021","Sep 29, 2021","",""
"Into the Belly of the Beast","Action & Adventure","Lucky Brograms","fpsVisionary Software","Unreleased","Jun 22, 2016","Jun 22, 2016","",""
"Inversus Deluxe","Shooter","Hypersect","Hypersect","Unreleased","Oct 3, 2017","Oct 3, 2017","",""
"The Invisible Hours","Adventure","Tequila Works","GameTrust Games","Unreleased","Apr 24, 2018","Apr 24, 2018","X",""
"iO","Platformer","Gamious","Gamious","Unreleased","Feb 14, 2017","Feb 14, 2017","",""
"Iris.Fall","Puzzle adventure","NExT Studios","PM Studios","Jan 8, 2021","Jan 8, 2021","Jan 8, 2021","",""
"Iro Hero","Shoot 'em up","Artax Games","EastAsiaSoft","Dec 18, 2019","Dec 18, 2019","Dec 18, 2019","",""
"Iron Crypticle","Action-adventure","Confused Pelican","Tikipod","Jul 11, 2017","Jul 11, 2017","Jul 11, 2017","",""
"Iron Harvest","Real-time strategy","King Art Games","Deep Silver","Unreleased","Sep 1, 2020","Sep 1, 2020","","[86]"
"Iron Snout","Brawler","SnoutUp Games","Ratalaika Games","Apr 17, 2019","Apr 17, 2019","Apr 17, 2019","",""
"Iron Wings","Arcade Flight Sim","Naps Team","Naps Team","Oct 5, 2017","Oct 5, 2017","Oct 5, 2017","",""
"Ironcast","Strategy","Dreadbit","Ripstone","Mar 1, 2016","Mar 1, 2016","Mar 1, 2016","",""
"Irony Curtain: From Matryoshka with Love","Adventure","Artifex Mundi","Artifex Mundi","Jun 28, 2019","Jun 28, 2019","Jun 28, 2019","PA  X",""
"It Came from Space and Ate our Brains","Top-down co-op shooter","Triangle Studios","All in! Games","Jan 28, 2020","Jan 28, 2020","Jan 28, 2020","",""
"Ittle Dew 2","Action-adventure","Ludosity","Nicalis","Nov 14, 2016","Nov 14, 2016","Nov 14, 2016","",""
"I, Zombie","Puzzle","Awesome Games Studio","Awesome Games Studio","Sep 1, 2016","Sep 1, 2016","Sep 1, 2016","",""
"Jack Move","Role-playing","So Romantic","HypeTrain Digital","Sep 20, 2022","Sep 20, 2022","Sep 20, 2022","",""
"Jack N Jill DX","Platformer","Ratalaika Games","Ratalaika Games","Unreleased","Sep 26, 2018","Sep 26, 2018","",""
"The Jackbox Party Pack","Partytrivia","Jackbox Games","Jackbox Games","Unreleased","Nov 19, 2014","Jun 2, 2015","",""
"The Jackbox Party Pack 2","Partytrivia","Jackbox Games","Jackbox Games","Unreleased","Oct 13, 2015","Oct 13, 2015","",""
"The Jackbox Party Pack 3","Partytrivia","Jackbox Games","Jackbox Games","Unreleased","Oct 21, 2016","Oct 21, 2016","",""
"The Jackbox Party Pack 4","Partytrivia","Jackbox Games","Jackbox Games","Unreleased","Oct 20, 2017","Oct 20, 2017","",""
"The Jackbox Party Pack 5","Partytrivia","Jackbox Games","Jackbox Games","Unreleased","Oct 16, 2018","Oct 16, 2018","",""
"The Jackbox Party Pack 6","Partytrivia","Jackbox Games","Jackbox Games","Unreleased","Oct 17, 2019","Oct 17, 2019","",""
"The Jackbox Party Pack 7","Partytrivia","Jackbox Games","Jackbox Games","Unreleased","Oct 15, 2020","Oct 15, 2020","",""
"The Jackbox Party Pack 8","Partytrivia","Jackbox Games","Jackbox Games","Unreleased","Oct 14, 2021","Oct 14, 2021","",""
"The Jackbox Party Pack 9","Partytrivia","Jackbox Games","Jackbox Games","Unreleased","Oct 20, 2022","Oct 20, 2022","",""
"The Jackbox Party Starter","Partytrivia","Jackbox Games","Jackbox Games","Unreleased","Jun 30, 2022","Jun 30, 2022","",""
"JackQuest","Metroidvania","NX Games","Blowfish Studios","Unreleased","Jan 24, 2019","Jan 24, 2019","",""
"Jagged Alliance: Rage!","Turn-based tactics","Cliffhanger Productions","HandyGames","Unreleased","Dec 6, 2018","Dec 6, 2018","X","[87]"
"Jalopy","Simulation adventure","Minksworks","Excalibur Games","Unreleased","Nov 1, 2019","Nov 1, 2019","",""
"Jay and Silent Bob: Mall Brawl","Beat 'em up","Sponny Bard Productions","Interabang Entertainment","Unreleased","May 20, 2021","May 20, 2021","",""
"Jeopardy!","Card & Board","Frima Studios","Ubisoft","Nov 7, 2017","Nov 7, 2017","Nov 7, 2017","",""
"Jet Car Stunts","Racing","Grip Digital","Grip Digital","May 6, 2014","May 6, 2014","May 6, 2014","",""
"Jettomero: Hero of the Universe","Adventure","Ghost Time Games","Ghost Time Games","Sep 15, 2017","Sep 15, 2017","Sep 15, 2017","",""
"Joe Dever's Lone Wolf","Role-playing","Forge Reply","505 Games","Mar 16, 2016","Mar 16, 2016","Mar 16, 2016","",""
"John Wick Hex","Actionstrategy","Bithell Games","Good Shepherd Entertainment","Unreleased","Dec 4, 2020","Dec 4, 2020","",""
"The Journey Down","Point & Click Adventure","Skygoblin","BlitWorks","Unreleased","Jul 6, 2018","Jul 6, 2018","",""
"Journey to the Savage Planet","Action-adventure","Typhoon Studios","505 Games","Jan 28, 2020","Jan 28, 2020","Jan 28, 2020","",""
"Jotun: Valhalla Edition","Action-adventure","Thunder Lotus Games","Thunder Lotus Games","Sep 9, 2016","Sep 9, 2016","Sep 9, 2016","",""
"A Juggler's Tale","Platform","Kaleidoscube","Mixtvision Games","Unreleased","Sep 29, 2021","Sep 29, 2021","","[88]"
"Jujutsu Kaisen: Cursed Clash","Fighting","BykingGemdrops","Bandai Namco Entertainment","Feb 1, 2024","Feb 2, 2024","Feb 2, 2024","",""
"Jumanji: Wild Adventures","PlatformFightingAdventure","Cradle Games","Outright GamesNamco Bandai","Unreleased","Nov 3, 2023","Nov 3, 2023","Nov 3, 2023","",""
"Jumanji: The Video Game","Adventure","Funsolve","Bandai NamcoOutright Games","Nov 8, 2019","Nov 15, 2019","Nov 15, 2019","",""
