"Title","Developer","Publisher","First released","JP","EU / PAL","NA"
"Paddington Bear","Atomic Planet Entertainment","Blast! Entertainment Ltd","2007-11-22AU","","✔",""
"Pai Chenjan","Agenda","Agenda","2001-11-22JP","✔","",""
"Palais de Reine","Kogado Studio","Interchannel","2007-10-18JP","✔","",""
"Pandora: Kimi no Namae o Boku wa Shiru","Otomate","Idea Factory","2010-11-18JP","✔","",""
"Panel Quiz Attack 25","DigiCube","DigiCube","2002-08-29JP","✔","",""
"Panic Palette","Takuyo","Takuyo","2007-05-31JP","✔","",""
"Panzer Elite Action: Fields of Glory","ZootFly","JoWooD Productions","2006-07-14EU","","✔",""
"Panzer Front Ausf.B","Enterbrain","EnterbrainJP, 505 Game StreetPAL","2004-05-27EU","✔","✔",""
"Paparazzi•Simple 2000 Series Vol. 53: The Camera KozouJP","HuneX","D3 PublisherJP, 505 Game StreetEU","2004-06-24JP","✔","✔",""
"Para Para Paradise","Konami","Konami","2001-03-15JP","✔","",""
"PaRappa the Rapper 2","NanaOn-Sha","Sony Computer Entertainment","2001-08-30JP","✔","✔","✔"
"Parfait: Chocolat Second Style","Alchemist","Alchemist","2006-06-29JP","✔","",""
"Paris-Dakar Rally","Broadsword Interactive","Acclaim Entertainment","2001-09-07EU","","✔","✔"
"Party Carnival•Simple 2000 Series Vol. 89: The Party Game 2JP","HuneX","D3 PublisherJP, Essential GamesEU","2005-11-10JP","✔","✔",""
"Party Girls•Simple 2000 Series Vol. 63: The SuieitaikaiJP","Tamsoft","D3 PublisherJP, 505 Game StreetEU","2004-09-30JP","✔","✔",""
"The Party Quiz: Akko ni Omakase•Simple 2000 Series Vol. 79: The Party Quiz: Akko ni OmakaseJP","Tamsoft","D3 Publisher","2005-10-20JP","✔","",""
"The Party Unou Quiz•Simple 2000 Series Vol. 66: The Party Unou QuizJP","IMJ Entertainment","D3 Publisher","2004-11-11JP","✔","",""
"Patisserie na Nyanko","Pionesoft","Pionesoft","2004-09-22JP","✔","",""
"PDC World Championship Darts","Mere Mortals","Oxygen GamesEU, Red Ant EnterprisesAU","2006-12-01EU","","✔",""
"PDC World Championship Darts 2008","Oxygen Games","Oxygen GamesPAL, O-GamesNA","2008-01-25EU","","✔","✔"
"Perfect Ace 2: The Championships","Aqua Pacific","Oxygen Games","2005-07-15EU","","✔",""
"Perfect Ace: Pro Tournament Tennis","Aqua Pacific","Oxygen Games","2003-07-04EU","","✔",""
"Persona 3","Atlus","AtlusJP, KO, NA, KoeiPAL","2006-07-13JP","✔JP, KO","✔","✔"
"Persona 3 FES","Atlus","Atlus","2007-04-19JP","✔JP, KO","✔","✔"
"Persona 4","Atlus","AtlusJP, KO, NA, Square EnixPAL","2008-07-10JP","✔JP, KO","✔","✔"
"Petanque Pro","Mere Mortals","Bigben Interactive","2007-03-23EU","","✔",""
"Peter Jackson's King Kong: The Official Game of the Movie","Ubisoft Montpellier","Ubisoft","2005-11-17EU","✔JP, KO","✔","✔"
"Peter Pan","Phoenix Games","Phoenix Games","2007EU","","✔",""
"Petit Four","Design Factory","Idea Factory","2008-02-28JP","✔","",""
"Petz: Catz 2","Ubisoft Paris","Ubisoft","2007-11-23NA","","✔","✔"
"Petz: Dogz 2","Ubisoft Paris","Ubisoft","2007-11-23NA","","✔","✔"
"Petz: Horsez 2•Alexandra Ledermann: The Stud in the ValleyFR•Pippa Funnell 2: Ranch RescueUK","Ubisoft","Ubisoft","2007-10-25EU","","✔","✔"
"Phantasy Star Universe","Sonic Team","Sega","2006-08-31JP","✔","✔","✔"
"Phantasy Star Universe: Ambition of the Illuminus (Expansion)•Phantasy Star Universe: Illuminas no YabouJP","Sonic Team","Sega","2007-09-27JP","✔","✔","✔"
"Phantom Brave•Phantom Brave: 2-shūme Hajime MashitaJP","Nippon Ichi Software","Nippon Ichi SoftwareJP, NIS AmericaNA, KoeiEU","2004-01-22JP","✔","✔","✔"
"Phantom: Phantom of Inferno","PrincessSoft","PrincessSoft","2003-05-22JP","✔","",""
"Phase Paradox [ja]","Sony Computer Entertainment","Sony Computer Entertainment","2001-05-24JP","✔","",""
"Pia Carrot e Youkoso!! 3","Alpha Unit","Interchannel","2003-03-27JP","✔","",""
"Pia Carrot e Youkoso!! G.O. Summer Fair","Cocktail Soft","Piacci","2007-12-20JP","✔","",""
"Pia Carrot e Youkoso!! G.P. Gakuen Princess","Piacci","Piacci","2009-01-22JP","✔","",""
"Pilot Down: Behind Enemy Lines","Kuju Entertainment","Oxygen Games","2005-09-09EU","","✔",""
"Pilot ni Narou! 2","Beluga Computer","Victor Interactive Software","2001-03-08JP","✔","",""
"Pimp My Ride","Eutechnyx","Activision","2006-11-21NA","","✔","✔"
"Pimp My Ride: Street Racing","Activision","Activision","2009-03-16NA","","✔","✔"
"Pinball•American ArcadeJP","Astroll","AstrollJP, Play It!EU","2000-09-07JP","✔","✔",""
"Pinball Fun•Simple 2000 Series Vol. 26: The Pinball x 3JP","HuneX","D3 PublisherJP, 505 Game StreetEU","2003-04-24JP","✔","✔",""
"Pinball Hall of Fame: The Gottlieb Collection•Gottlieb Pinball ClassicsEU","FarSight Studios","Crave EntertainmentNA, Play It!EU","2004-11-16NA","","✔","✔"
"Pinball Hall of Fame: The Williams Collection","FarSight Studios","Crave Entertainment","2008-02-26NA","","","✔"
"Pink Pong•Simple 2000 Ultimate Series Vol. 15: Love * Ping Pong!JP","HuneX","D3 PublisherJP, 505 Game StreetEU","2003-12-11JP","✔","✔",""
"Pinocchio","Phoenix Games","Phoenix Games","2006-12-08EU","","✔",""
"Pipe Mania","Razorworks Studios","Empire Interactive","2008-09-26EU, NA","","✔","✔"
"Pipo Saru 2001","Japan Studio","Sony Computer Entertainment","2001-07-05JP","✔","",""
"Pirates of the Caribbean: At World's End","Eurocom Entertainment Software","Disney Interactive Studios","2007-05-22NA","✔","✔","✔"
"Pirates of the Caribbean: The Legend of Jack Sparrow","7 Studios","Bethesda SoftworksNA, UbisoftEU","2006-06-28NA","","✔","✔"
"Pirates: Legend of the Black Buccaneer","WideScreen Games","Valcon GamesNA, 10tacle StudiosEU","2006-08-15NA","","✔","✔"
"Pirates: The Legend of Black Kat","Westwood Studios","Electronic Arts","2002-02-17NA","","✔","✔"
"Pitfall: The Lost Expedition","Edge of Reality","Activision","2004-02-18NA","","✔","✔"
"Piyo-Tan: Oyashiki Sennyū Daisakusen!","Prototype","Prototype","2008-08-28JP","✔","",""
"Pizzicato Polka: Suisei Genya","KID","KID","2004-06-17JP","✔","",""
"The Plan","EKO Software","GhostlightEU, Crave EntertainmentNA","2006-03-31EU","","✔","✔"
"Planetarian: Chiisana Hoshi no Yume","Key","Prototype","2006-08-24JP","✔","",""
"Plarail: Yume ga Ippai!","Tomy","Tomy","2002-01-31JP","✔","",""
"Playboy: The Mansion","Cyberlore Studios","Arush EntertainmentNA, Groove GamesNA, UbisoftPAL","2005-01-25NA","","✔","✔"
"Playwize Poker & Casino","Bits Studios","505 Game Street","2006-11-24EU","","✔",""
"Plus Plumb 2 Again","Takuyo","Takuyo","2006-05-18JP","✔","",""
"Pochinya","Aiky","Bandai","2004-10-28JP","✔","",""
"Poi! Hito Natsu no Keiken!?","Design Factory","Idea Factory","2008-07-17JP","✔","",""
"Poinie's Poin","Sony Computer Entertainment","Sony Computer Entertainment","2002-09-26JP","✔","",""
"Poker Masters","Mere Mortals","Liquid Games","2005-05-04EU","","✔",""
"The Polar Express","Blue Tongue Entertainment","THQ","2004-11-02NA","","✔","✔"
"Polaroid Pete•Gekibo 2JP","Irem","IremJP, Virgin InteractiveEU","2001-05-31JP","✔","✔",""
"Police 24/7•The Keisatsukan: Shinjuku Cop 24 HoursJP","Konami","Konami","2001-11-15JP","✔","✔",""
"Police Chase Down•Simple 2000 Ultimate Series Vol. 7: Saikyou! Shiro Biking – Security PoliceJP","Tamsoft","D3 PublisherJP, AgetecEU","2003-04-24JP","✔","✔",""
"Pool Paradise•Archer Maclean's Pool ParadiseEU","Awesome Developments","Ignition Entertainment","2004-04-02EU","","✔","✔"
"Pool Paradise: International Edition","Conspiracy Entertainment","Ignition Entertainment","2006-07-07EU","","✔",""
"Pool Shark 2","Blade Interactive","Zoo Digital Publishing","2004-11-12EU","","✔",""
"Pop'n Music 10","Konami","Konami","2004-11-18JP","✔","",""
"Pop'n Music 11","Konami","Konami","2005-07-21JP","✔","",""
"Pop'n Music 12 Iroha","Konami","Konami","2006-03-02JP","✔","",""
"Pop'n Music 13 Carnival","Konami","Konami","2006-09-28JP","✔","",""
"Pop'n Music 14 Fever!","Konami","Konami","2007-07-12JP","✔","",""
"Pop'n Music 7","Konami","Konami","2002-11-21JP","✔","",""
"Pop'n Music 8","Konami","Konami","2003-07-03JP","✔","",""
"Pop'n Music 9","Konami","Konami","2004-02-19JP","✔","",""
"Pop'n Music: Best Hits","Konami","Konami","2003-02-27JP","✔","",""
"Pop'n Taisen Puzzle-Dama Online","Konami","Konami","2004-03-04JP","✔","",""
"PopCap Hits! Vol. 1","PopCap","PopCap","2007-11-15NA","","","✔"
"PopCap Hits! Vol. 2","PopCap","PopCap","2008-07-15NA","","","✔"
"PoPoLoCrois: Hajimari no Bouken","Sony Computer Entertainment","Sony Computer Entertainment","2002-06-20JP","✔","",""
"PoPoLoCrois: Tsuki no Okite no Bouken","Sony Computer Entertainment","Sony Computer Entertainment","2004-03-18JP","✔","",""
"PopStar Guitar","Broadsword Interactive","XS Games","2008-10-28NA","","","✔"
"Portal Runner","3DO","3DO","2001-09-11NA","","✔","✔"
"Postman Pat","The Code Monkeys","Blast! Entertainment Ltd","2008-01-24AU","","✔",""
"Power Drome•PowerdromeEU","Argonaut Games","Mud Duck ProductionsNA, Evolved GamesEU","2004-06-15NA","","✔","✔"
"Power Fighters•Simple 2000 Series Vol. 60: The Tokusatsu Henshin HeroJP","Daft","D3 PublisherJP, 505 Game StreetEU","2004-09-02JP","✔","✔",""
"Power Rangers: Dino Thunder","Pacific Coast Power & Light","THQ","2004-09-14NA","","✔","✔"
"Power Rangers: Super Legends – 15th Anniversary•Power Rangers: Super LegendsPAL","Artificial Mind and Movement","Disney Interactive Studios","2007-11-06NA","","✔","✔"
"Power Volleyball","Phoenix Games","Phoenix Games","2007-01-26EU","","✔",""
"The Powerpuff Girls: Relish Rampage","VIS Entertainment","BAM! Entertainment","2002-11-24NA","","✔","✔"
"Powershot Pinball","Liquid Games","OG International Ltd","2006-07-07EU","","✔",""
"Predator: Concrete Jungle","Eurocom","Vivendi Universal Games","2005-04-15EU","","✔","✔"
"Premier Manager 08","Zoo Digital Publishing","Zoo Digital Publishing","2007-08-17EU","","✔",""
"Premier Manager 09","Zoo Digital Publishing","Zoo Digital Publishing","2008-08-15EU","","✔",""
"Premier Manager 2002/2003 Season","Runecraft","Zoo Digital Publishing","2002-11-22EU","","✔",""
"Premier Manager 2003–04","Zoo Digital Publishing","Zoo Digital Publishing","2003-12-19EU","","✔",""
"Premier Manager 2004–2005","Zoo Digital Publishing","Zoo Digital Publishing","2004-11-05EU","","✔",""
"Premier Manager 2005–2006","Zoo Digital Publishing","Zoo Digital Publishing","2005-08-11EU","","✔",""
"Premier Manager 2006–2007","Zoo Digital Publishing","Zoo Digital Publishing","2006-08-18EU","","✔",""
"Pri-Saga! Princess o Sagase!","Abel Software","Views","2007-11-22JP","✔","",""
"Pride FC: Fighting Championships•PrideJP","Anchor Inc.","THQEU, NA, CapcomJP","2003-02-11NA","✔","✔","✔"
"PrideGP Grand Prix 2003","Capcom","Capcom","2003-11-13JP","✔","",""
"Primal•Saints: Seinaru MamonoJP","SCE Studio Cambridge","Sony Computer Entertainment","2003-03-25NA","✔","✔","✔"
"Primopuel","Bandai","Bandai","2003-11-27JP","✔","",""
"Prince of Persia: The Sands of Time•Prince of Persia: Jikan no SunaJP","Ubisoft","Ubisoft","2003-11-10NA","✔","✔","✔"
"Prince of Persia: The Two Thrones•Prince of Persia: Futatsu no TamashiiJP","Ubisoft Montreal","Ubisoft","2005-12-01NA","✔","✔","✔"
"Prince of Persia: Warrior Within•Prince of Persia: Kenshi no KokoroJP","Ubisoft Montreal","Ubisoft","2004-11-30NA","✔","✔","✔"
"Prince of Tennis: Form the Strongest Team!•Tennis no Oji-Sama: Saikyou Team o Kessei Seyo!JP","Konami","Konami","2004-09-16JP","✔","",""
"Princess Concerto","Headlock","Broccoli","2007-09-20JP","✔","",""
"Princess Holiday: Korogaru Ringotei Senya Ichiya","August","Alchemist","2004-05-27JP","✔","",""
"Princess Lover! Eternal Love for My Lady","Comfort","Comfort","2010-01-28JP","✔","",""
"Princess Maker","CyberFront","Gainax","2004-04-28JP","✔JP, KO","",""
"Princess Maker 2","CyberFront","Gainax","2004-09-30JP","✔JP, KO","",""
"Princess Maker 4","GeneX","Gainax","2005-09-01JP","✔JP, KO","",""
"Princess Maker 5","Gainax","CyberFront","2008-02-07JP","✔","",""
"Princess Nightmare","Karin Entertainment","Karin Entertainment","2008-04-24JP","✔","",""
"Princess Princess","Marvelous Entertainment","Marvelous Entertainment","2006-10-26JP","✔","",""
"Prism Ark: Awake","5pb","5pb","2008-04-24JP","✔","",""
"Prisoner of War","Wide Games","Codemasters","2002-07-19EU","","✔",""
"Private Nurse: Maria","Angel Smile","Datam Polystar","2003-09-25JP","✔","",""
"Pro Biker 2","Phoenix Games","Phoenix Games","2007EU","","✔",""
"Pro Bull Riders: Out of the Chute","D2C Games","Crave Entertainment","2008-10-28NA","","","✔"
"Pro Evolution Soccer•World Soccer Winning Eleven 5JP","Konami","Konami","2001-03-15JP","✔","✔",""
"Pro Evolution Soccer 2008•World Soccer Winning Eleven 2008JP","Konami","Konami","2007-10-26EU","✔","✔","✔"
"Pro Evolution Soccer 2009•World Soccer Winning Eleven 2009JP","Konami","Konami","2008-10-31EU","✔","✔","✔"
"Pro Evolution Soccer 2010•World Soccer Winning Eleven 2010JP","Konami","Konami","2009-11-06EU","✔","✔","✔"
"Pro Evolution Soccer 2011•World Soccer Winning Eleven 2011AS, JP","Konami","Konami","2010-10-29EU","✔AS, JP","✔","✔"
"Pro Evolution Soccer 2012•World Soccer Winning Eleven 2012JP, KO","Konami","Konami","2011-10-28EU","✔JP, KO","✔","✔"
"Pro Evolution Soccer 2013","Konami","Konami","2012-09-25NA","","✔","✔"
"Pro Evolution Soccer 2014","Konami","Konami","2013-11-08EU","","✔",""
"Pro Evolution Soccer Management","Konami","Konami","2006-03-24EU","","✔",""
"Pro Mahjong Kiwame Next","Athena","Athena","2000-08-31JP","✔","",""
"Pro Race Driver•DTM Race DriverFR•TOCA Race DriverUK•V8 Supercar: Race DriverAU","Codemasters","Codemasters","2002-08-23FR","","✔","✔"
"Pro Rally 2002","Ubisoft Barcelona","Ubisoft","2002-03-28EU","","✔",""
"Pro Yakyū Japan 2001","Konami","Konami","2001-11-08JP","✔","",""
"Pro Yakyū Netsu Star 2006","Namco","Namco","2006-04-06JP","✔","",""
"Pro Yakyū Netsu Star 2007","Bandai Namco Games","Bandai Namco Games","2007-04-05JP","✔","",""
"Pro Yakyū Simulation Dugout '03: The Turning Point","DigiCube","DigiCube","2003-06-26JP","✔","",""
"Pro Yakyū Spirits 2","Konami","Konami","2005-04-07JP","✔","",""
"Pro Yakyū Spirits 2004","Konami","Konami","2004-03-25JP","✔","",""
"Pro Yakyū Spirits 2004 Climax","Konami","Konami","2004-09-16JP","✔","",""
"Pro Yakyū Spirits 2010","Konami","Konami","2010-04-01JP","✔","",""
"Pro Yakyū Spirits 3","Konami","Konami","2006-04-06JP","✔","",""
"Pro Yakyū Spirits 4","Konami","Konami","2007-04-01JP","✔","",""
"Pro Yakyū Spirits 5","Konami","Konami","2008-04-01JP","✔","",""
"Pro Yakyū Spirits 5 Kanzenban","Konami","Konami","2008-12-04JP","✔","",""
"Pro Yakyū Spirits 6","Konami","Konami","2009-07-16JP","✔","",""
"Pro Yakyū Team o Tsukurou! 2","Smilebit","Sega","2003-02-13JP","✔","",""
"Pro Yakyū Team o Tsukurou! 2003","Smilebit","Sega","2003-11-20JP","✔","",""
"Pro Yakyū Team o Tsukurou! 3","Smilebit","Sega","2005-07-28JP","✔","",""
"The Pro Yakyū: 2003 Pennant Race•Simple 2000 Series Vol. 27: The Pro Yakyū: 2003 Pennant RaceJP","Smilebit","Sega","2003-04-24JP","✔","",""
"Project Arms","Shade","Bandai","2002-03-28JP","✔","",""
"Project Eden","Core Design Ltd.","Eidos Interactive","2001-10-22NA","","✔","✔"
"Project FIFA World Cup: Sorenara Kimi ga Daihyo Kantoku","Electronic Arts","Electronic Arts Victor","2002-05-30JP","✔","",""
"Project Minerva","Flat-Out","D3 Publisher","2002-08-22JP","✔","",""
"Project Minerva Professional•Simple 2000 Ultimate Series Vol. 23: Project Minerva ProfessionalJP","Flat-Out","D3 PublisherJP, Midas Interactive EntertainmentEU","2002-08-22JP","✔","✔",""
"Project: Snowblind","Crystal Dynamics","Eidos Interactive","2005-02-22NA","","✔","✔"
"ProStroke Golf: World Tour 2007","Gusto Games","Oxygen Games","2006-08-18EU","","✔","✔"
"Pryzm Chapter One: The Dark Unicorn","Digital Illusions","TDK Mediactive","2002-06-10NA","","✔","✔"
"Psi-Ops: The Mindgate Conspiracy•Psi-Ops: Psychic OperationJP","Midway Games","Midway Games","2004-06-14NA","✔","✔","✔"
"Psychic Force Complete","Taito","Taito","2005-12-29JP","✔","",""
"Psychonauts","Double Fine, Budcat Creations","Majesco Entertainment","2005-06-22NA","","✔","✔"
"Psyvariar 2: Ultimate Final","Skonec","Success","2004-12-09JP","✔","",""
"Psyvariar: Medium Unit","Skonec","Success","2003-09-11JP","✔","",""
"Psyvariar Revision•SuperLite 2000 Shooting: Psyvariar RevisionJP","Skonec","Success","2003-10-09JP","✔","",""
"Pump It Up Exceed","Andamiro U.S.A. Corp","Andamiro U.S.A. CorpKO, MastiffNA","2004-11-30KO","✔KO","","✔"
"The Punisher","Volition","THQ","2005-01-17NA","","✔","✔"
"Pure Pure: Mimi to Shippo no Monogatari","Klein","Datam Polystar","2005-01-27JP","✔","",""
"Pure x Cure Recovery","Alchemist","Alchemist","2007-08-23JP","✔","",""
"Puyo Pop Fever•Puyo Puyo FeverJP","Sonic Team","Sega","2004-02-04JP","✔","✔",""
"Puyo Puyo Fever 2","Sonic Team","Sega","2005-11-24JP","✔","",""
"Puyo Puyo! 15th Anniversary","Sonic Team","Sega","2007-03-21JP","✔","",""
"Puzzle Challenge: Crosswords and More!","Supersonic Software","Crave Entertainment","2006-06-09NA","","","✔"
"Puzzle Maniacs•Simple 2000 Series Vol. 23: The Puzzle Collection 2,000-MonJP","HuneX","D3 PublisherJP, 505 Game StreetEU","2003-03-27JP","✔","✔",""
"Puzzle Party: 10 Games","Phoenix Games","Phoenix Games","2006-07-28EU","","✔",""
"Puzzle Quest: Challenge of the Warlords","Infinite Interactive","D3 Publisher","2007-11-13NA","","✔","✔"
"Pyū to Fuku! Jaguar Ashita no Jump","Konami","Konami","2004-03-18JP","✔","",""
"Q-Ball Billiards Master•Doukyu Billiard Master 2JP•Pool MasterEU","Ornith","ASKJP, Take-Two InteractiveEU, NA","2000-03-30JP","✔","✔","✔"
"Quake III Revolution","Bullfrog Productions","Electronic ArtsEU, NA, Square EAJP","2001-03-26NA","✔","✔","✔"
"Quartet! The Stage of Love","PrincessSoft","PrincessSoft","2006-09-28JP","✔","",""
"Que: Ancient Leaf no Yousei","PrincessSoft","PrincessSoft","2007-06-28JP","✔","",""
"The Quest for Aladdin's Treasure","Broadsword Interactive","Oxygen Games","2007-09-07EU","","✔",""
"Quest for Sleeping Beauty","Spiral House","Liquid Games","2006-02-17EU","","✔",""
"Quiz & Variety SukuSuku Inufuku 2: Motto SukuSuku","Hamster Corporation","Hamster Corporation","2007-08-23JP","✔","",""
"The Quiz 20,000 Mon•Simple 2000 Series Vol. 12: The Quiz 20,000 MonJP","Warashi","D3 Publisher","2002-11-07JP","✔","",""
"R-Type Final","Irem","IremJP, KO, Eidos InteractiveNA, Metro3DEU","2003-06-19KO","✔JP, KO","✔","✔"
"R: Racing Evolution","Namco","Namco","2003-11-27JP","✔","✔","✔"
"RA.ONE The Game","Trine Games","Sony Computer Entertainment","2011-10-05IN","","✔IN",""
"Raceway: Drag & Stock Racing","Midas Interactive Entertainment","Midas Interactive Entertainment","2006-09-29EU","","✔",""
"Racing Battle: C1 Grand Prix","Genki","Genki","2005-05-26JP","✔","",""
"Radiata Stories","tri-Ace","Square Enix","2005-01-27JP","✔","","✔"
"Radio Helicopter•Simple 2000 Series Vol. 35: The HelicopterJP","Tomcat System","D3 PublisherJP, 505 Game StreetEU","2003-09-25JP","✔","✔",""
"Radio Helicopter II•Puchi Copter 2JP","Aqua Systems","TaitoJP, 505 Game StreetEU","2005-07-14JP","✔","✔",""
"Radirgy Precious","MileStone Inc.","MileStone Inc.","2006-05-25JP","✔","",""
"Raging Blades•Raging Bless: Gouma MokushirokuJP","Pacific Century Cyber Works","Pacific Century Cyber WorksJP, Wanadoo EditionEU","2002-06-06JP","✔","✔",""
